Agência Nacional de Águas - ANA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61078000;2;01/06/2022;;1;1;15,995;13,8291;14,997;1;27;1;1;1;;;15,995;15,995;15,995;15,6793;15,3657;15,3657;15,3657;15,3657;15,3657;15,3657;15,6793;15,6793;15,3657;15,3657;15,3657;15,0541;15,0541;15,0541;14,7447;14,7447;14,7447;14,7447;14,4374;14,4374;14,1321;14,1321;13,8291;13,8291;13,8291;13,8291;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;15,23861833;01/06/2022
61078000;2;01/05/2022;;1;1;19,5996;16,3127;17,717;1;30;1;1;1;;;19,5996;19,2621;18,9266;18,9266;18,9266;18,5929;18,5929;18,2612;18,2612;17,9315;17,6038;17,6038;17,6038;17,6038;17,6038;18,2612;18,5929;18,2612;17,6038;17,6038;16,9542;16,9542;16,9542;16,9542;16,6324;16,6324;16,6324;16,6324;16,6324;16,3127;16,3127;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;18,00244056;01/05/2022
61078000;2;01/04/2022;;1;1;56,768;19,5996;27,3857;1;30;1;1;1;;;56,768;42,1391;37,0313;30,958;28,63;37,4487;30,958;27,4885;28,63;38,288;29,3994;26,3623;25,6201;26,736;25,6201;25,2516;24,8848;24,1566;23,4354;22,7215;22,0148;22,0148;21,6642;21,3154;20,9685;20,6234;20,6234;20,2803;19,939;19,5996;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;27,82691406;01/04/2022
61078000;2;01/03/2022;;1;1;46,557;23,4354;30,1703;29;27;1;1;1;;;37,0313;36,6155;35,3772;33,748;32,9429;32,1441;31,7471;30,5659;29,3994;29,0139;28,2478;27,4885;27,4885;27,1114;27,4885;30,1754;28,63;30,958;28,2478;26,3623;25,6201;25,9903;25,9903;25,2516;24,5198;23,7951;23,4354;29,0139;46,557;42,5744;31,7471;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;30,65637706;01/03/2022
61078000;2;01/02/2022;;1;1;153,7168;37,8676;72,8046;9;28;1;1;1;;;63,4152;52,0448;52,0448;53,918;70,3688;93,6349;114,9743;130,3319;153,7168;139,5487;123,2224;104,4479;74,2004;64,471;59,2441;72,5509;62,3645;53,4477;55,337;59,2441;56,768;48,8193;58,7286;47,9102;52,0448;43,4493;40,4126;37,8676;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;73,977563;01/02/2022
61078000;2;01/01/2022;;1;1;147,5952;27,1114;66,3814;8;29;1;1;1;;;55,8126;60,7984;61,3191;59,2441;31,7471;65,0008;142,216;147,5952;142,216;111,225;142,216;119,3946;87,7812;74,7526;66,0643;58,7286;56,768;51,1164;64,471;47,0067;44,7726;39,1333;36,2012;33,748;32,1441;30,1754;29,7866;28,2478;27,1114;46,557;64,471;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;67,45087811;01/01/2022
61078000;2;01/12/2021;;1;1;58,8344;13,8621;23,9102;18;2;1;1;1;;;14,4718;13,8621;18,9717;16,3516;14,4718;15,7167;19,6464;19,3081;23,8519;24,5783;18,3048;16,3516;17,6458;18,9717;30,6388;42,2396;49,8526;58,8344;40,9395;31,4265;24,5783;22,4206;21,0185;19,6464;18,6373;17,6458;16,6721;16,3516;25,3118;24,9442;27,5541;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24,29541989;01/12/2021
61078000;2;01/11/2021;;1;1;51,2383;12,6686;18,9765;2;17;1;1;1;;;24,5783;51,2383;43,1138;37,1197;28,3152;20,3287;17,3192;16,0331;16,9947;18,3048;17,6458;16,6721;16,0331;15,09;13,8621;13,2609;12,6686;12,6686;14,7799;18,9717;18,9717;17,6458;15,7167;14,4718;12,9637;12,6686;13,2609;13,2609;12,6686;12,6686;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;19,2822325;01/11/2021
61078000;2;01/10/2021;;1;1;29,8576;9,8437;17,4598;11;2;1;1;1;;;10,6666;9,8437;10,3899;11,7969;11,5108;10,9457;18,9717;23,1326;15,09;15,09;29,8576;29,8576;22,0673;18,3048;16,3516;16,3516;15,09;19,9866;22,4206;22,4206;21,3663;19,6464;17,6458;16,3516;16,9947;17,9743;16,9947;16,0331;15,7167;16,3516;16,0331;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;17,74109678;01/10/2021
61078000;2;01/09/2021;;1;1;17,3192;8,7806;10,4832;27;9;1;1;1;;;9,3072;9,3072;9,3072;9,3072;9,0426;9,0426;9,0426;9,0426;8,7806;8,7806;8,7806;13,2609;13,2609;11,5108;10,3899;10,3899;10,3899;10,1156;9,8437;9,8437;9,5742;9,3072;9,3072;9,0426;9,0426;10,3899;17,3192;16,9947;13,2609;11,5108;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;10,652096;01/09/2021
61078000;2;01/08/2021;;1;1;11,2271;9,5742;10,4657;1;29;1;1;1;;;11,2271;11,2271;11,2271;11,2271;11,2271;10,9457;10,9457;10,9457;10,9457;10,9457;10,9457;10,6666;10,6666;10,6666;10,3899;10,3899;10,3899;10,3899;10,3899;10,3899;10,1156;10,1156;10,1156;9,8437;9,8437;9,8437;9,8437;9,8437;9,5742;9,5742;9,5742;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10,63431406;01/08/2021
61078000;2;01/07/2021;;1;1;12,9637;11,2271;12,0238;1;30;1;1;1;;;12,9637;12,9637;12,9637;12,6686;12,6686;12,6686;12,6686;12,3758;12,3758;12,3758;12,3758;12,3758;12,0852;12,0852;12,0852;12,0852;11,7969;11,7969;11,7969;11,5108;11,5108;11,5108;11,5108;11,5108;11,5108;11,5108;11,5108;11,5108;11,5108;11,2271;11,2271;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;12,21751678;01/07/2021
61078000;2;01/06/2021;;1;1;21,7158;13,2609;14,854;2;29;1;1;1;;;17,6458;21,7158;18,6373;17,3192;16,3516;15,7167;15,09;15,09;14,7799;14,7799;14,4718;14,7799;14,4718;14,4718;14,4718;14,1659;14,1659;13,8621;13,8621;13,5604;13,5604;13,5604;13,8621;13,8621;13,8621;13,8621;13,5604;13,5604;13,2609;13,2609;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;15,09331444;01/06/2021
61078000;2;01/05/2021;;1;1;16,3516;14,1659;15,1443;1;28;1;1;1;;;16,3516;16,0331;15,7167;15,7167;15,7167;15,4023;15,4023;15,09;15,09;14,7799;14,7799;14,7799;14,7799;14,7799;15,09;16,0331;16,3516;15,7167;15,4023;15,09;15,09;15,09;14,7799;14,7799;14,4718;14,4718;14,4718;14,1659;14,1659;14,1659;15,7167;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15,3882915;01/05/2021
61078000;2;01/04/2021;;1;1;24,2142;16,3516;18,9174;1;28;1;1;1;;;24,2142;23,1326;22,4206;21,3663;21,0185;20,3287;19,9866;20,3287;20,3287;20,3287;19,6464;18,6373;18,6373;18,3048;18,3048;17,9743;17,9743;17,6458;18,6373;18,9717;18,3048;17,6458;17,3192;16,9947;16,6721;16,6721;16,6721;16,3516;16,3516;16,3516;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;19,22218033;01/04/2021
61078000;2;01/03/2021;;1;1;62,36;22,78;34,02;15;26;2;2;2;;;39,6527;35,051;30,6388;27,9338;26,4252;33,0215;47,571;53,1051;46,2188;41,8048;35,051;33,0215;33,0215;54,0466;62,3645;40,9395;33,4242;34,6419;34,2344;29,8576;27,5541;26,4252;25,3118;24,2142;23,8519;22,7757;24,9442;27,5541;29,8576;25,6812;24,5783;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;34,5681;01/03/2021
61078000;2;01/02/2021;;1;1;139,55;23,85;50,25;8;1;2;;2;;;23,8519;26,0523;42,2396;28,6983;51,2383;79,2139;110,6037;139,5487;110,6037;82,0407;62,3645;43,1138;43,1138;43,1138;43,1138;43,9937;36,2876;37,538;38,3793;39,6527;34,2344;31,4265;38,8023;32,6203;29,8576;29,8576;40,0801;45,3245;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;51,05958333;01/02/2021
61078000;2;01/01/2021;;1;1;75,8607;17,278;37,8526;11;31;2;2;2;;;40,842;38,288;36,2012;34,153;36,6155;37,0313;40,842;43,4493;37,8676;52,9787;75,8607;66,5979;56,768;55,337;60,7984;58,2145;44,3301;41,2729;37,4487;33,748;30,5659;27,4885;24,8848;23,7951;22,7215;21,3154;20,2803;19,5996;18,9266;17,9315;17,278;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;38,46244744;01/01/2021
61078000;2;01/12/2020;;1;1;59,2441;13,5281;36,2316;14;4;2;2;2;;;24,8848;25,6201;17,9315;13,5281;16,6324;18,5929;31,3517;53,4477;51,1164;52,9787;49,734;42,1391;45,662;59,2441;43,0111;38,288;32,5427;26,736;23,0776;20,9685;20,2803;22,7215;28,63;33,748;57,2476;53,4477;40,842;41,2729;49,276;45,2166;43,0111;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;36,81533133;01/12/2020
61078000;2;01/11/2020;;1;1;31,43;7,26;14,09;14;8;2;2;2;;;9,0426;8,7806;8,521;8,521;8,521;8,521;7,758;7,2624;7,758;16,9947;24,2142;15,4023;14,4718;31,4265;29,4695;23,8519;17,9743;18,9717;15,7167;16,9947;14,7799;13,8621;21,0185;13,5604;11,5108;10,6666;10,1156;9,3072;9,0426;8,7806;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;14,31700556;01/11/2020
61078000;2;01/10/2020;;1;1;8,01;6,07;7,06;1;7;2;2;2;;;8,0097;7,5088;7,2624;7,0186;6,5394;6,3039;6,0713;6,0713;6,0713;7,0186;7,2624;7,2624;6,5394;7,0186;8,0097;7,0186;7,758;7,2624;6,5394;6,5394;6,5394;7,2624;7,758;7,5088;7,2624;7,758;7,5088;7,2624;7,0186;6,5394;7,2624;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7,173744444;01/10/2020
61078000;2;01/09/2020;;1;1;12,09;6,07;7,92;25;19;2;2;2;;;8,521;8,0097;8,0097;8,0097;7,758;7,758;7,5088;7,5088;7,2624;7,2624;7,0186;7,0186;7,0186;6,5394;6,5394;6,3039;6,3039;6,3039;6,0713;6,3039;6,5394;9,0426;11,2271;11,5108;12,0852;10,3899;9,3072;8,521;8,0097;8,0097;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;8,0476;01/09/2020
61078000;2;01/08/2020;;1;1;11,7969;9,0426;9,6855;23;15;1;1;1;;;9,8437;9,8437;9,8437;9,5742;9,5742;9,5742;9,5742;9,5742;9,3072;9,3072;9,3072;9,3072;9,3072;9,3072;9,0426;9,0426;9,0426;9,0426;9,0426;9,0426;10,1156;10,9457;11,7969;10,9457;10,9457;10,3899;9,8437;9,8437;9,5742;9,3072;9,0426;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9,841544167;01/08/2020
61078000;2;01/07/2020;;1;1;12,3758;10,1156;11,2154;1;28;1;1;1;;;12,3758;12,0852;12,0852;12,0852;12,0852;11,7969;11,7969;11,7969;11,7969;11,7969;11,5108;11,5108;11,5108;11,5108;11,2271;11,2271;11,2271;11,2271;10,9457;10,9457;10,9457;10,9457;10,6666;10,6666;10,6666;10,3899;10,3899;10,1156;10,1156;10,1156;10,1156;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11,39609256;01/07/2020
61078000;2;01/06/2020;;1;1;16,0331;12,3758;14,0879;9;29;1;1;1;;;15,7167;15,09;15,09;14,7799;14,7799;14,7799;14,7799;15,09;16,0331;16,0331;15,4023;14,7799;14,4718;14,4718;14,1659;13,8621;13,8621;13,5604;13,5604;13,5604;13,5604;13,2609;13,2609;12,9637;12,9637;12,6686;12,6686;12,6686;12,3758;12,3758;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;14,31487172;01/06/2020
61078000;2;01/05/2020;;1;1;19,3081;15,7167;16,7829;25;14;1;1;1;;;17,3192;16,9947;16,9947;16,9947;16,6721;16,6721;16,9947;17,3192;16,9947;16,6721;16,3516;16,0331;16,0331;15,7167;15,7167;16,9947;16,9947;16,6721;16,6721;16,3516;16,0331;15,7167;16,3516;16,3516;19,3081;19,3081;18,3048;16,9947;16,3516;16,3516;16,0331;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;17,05329117;01/05/2020
