Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:61078000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
61078000;2;12/12/2017;01/01/1900 08:43;1;"81,0";"12,7";"80,2";"40,5";"0,158";"1,98";Carlos José Pereira;16
61078000;2;26/09/2017;01/01/1900 14:56;1;"55,0";"5,53";"70,1";"40,7";"0,079";"1,72";Carlos José Pereira;16
61078000;2;09/06/2017;01/01/1900 12:23;1;"79,0";"11,8";"70,8";"41,5";"0,167";"1,71";Carlos José Pereira;16
61078000;2;17/03/2017;01/01/1900 11:45;1;"97,0";"19,7";"80,6";"77,9";"0,245";"1,03";Carlos José Pereira;16
61078000;2;09/11/2016;01/01/1900 12:11;1;"106,0";"21,0";"66,5";"41,8";"0,315";"1,59";Carlos José Pereira;16
61078000;2;17/10/2016;01/01/1900 13:15;1;"102,0";"19,6";"71,3";"41,6";"0,275";"1,71";Carlos José Pereira;16
61078000;2;16/06/2016;01/01/1900 09:00;1;"91,0";"19,0";"69,6";"42,3";"0,273";"1,65";Carlos José Pereira;15
61078000;2;24/03/2016;01/01/1900 14:13;4;"104,0";"20,1";"80,3";"42,3";"0,25";"1,9";Carlos José Pereira;16
61078000;2;01/12/2015;01/01/1900 14:26;1;"145,0";"36,6";"116,0";"44,2";"0,315";"2,63";Carlos José Pereira;16
61078000;2;30/09/2015;01/01/1900 09:53;13;"61,0";"6,74";"79,0";"40,8";"0,085";"1,94";Carlos José Pereira;16
61078000;2;15/09/2013;01/01/1900 09:49;1;"84,0";"13,08";"65,77";"43,84";"0,199";"1,31";;
61078000;1;15/09/2013;01/01/1900 09:49;1;"84,0";"13,08";"65,77";"43,84";"0,199";"1,31";;
61078000;2;21/06/2013;01/01/1900 13:28;1;"107,0";"20,287";"52,172";"43,945";"0,389";"1,064";;
61078000;1;21/06/2013;01/01/1900 13:28;1;"107,0";"20,287";"52,172";"43,945";"0,389";"1,064";;
61078000;2;24/03/2013;01/01/1900 10:02;1;"137,0";"32,542";"64,071";"44,082";"0,508";"1,353";;
61078000;1;24/03/2013;01/01/1900 10:02;1;"137,0";"32,542";"64,071";"44,082";"0,508";"1,353";;
61078000;2;12/12/2012;01/01/1900 16:31;1;"109,0";"20,186";"77,9";"43,7";"0,259";"1,682";;
61078000;1;12/12/2012;01/01/1900 16:31;1;"109,0";"20,186";"77,9";"43,7";"0,259";"1,682";;
61078000;2;11/09/2012;01/01/1900 14:59;1;"83,0";"12,717";"66,4";"43,12";"0,192";"1,5159";;
61078000;1;11/09/2012;01/01/1900 14:59;1;"83,0";"12,717";"66,4";"43,12";"0,192";"1,5159";;
61078000;2;14/06/2012;01/01/1900 14:41;1;"112,0";"22,644";"78,2";"44,09";"0,29";"1,701";;
61078000;1;14/06/2012;01/01/1900 14:41;1;"112,0";"22,644";"78,2";"44,09";"0,29";"1,701";;
61078000;2;17/04/2012;01/01/1900 15:32;1;"127,0";"26,873";"57,2";"47,42";"0,47";"1,196";;
61078000;1;17/04/2012;01/01/1900 15:32;1;"127,0";"26,873";"57,2";"47,42";"0,47";"1,196";;
61078000;2;16/01/2012;01/01/1900 13:22;1;"186,0";"59,781";"80,0";"42,53";"0,749";"1,806";;
61078000;1;16/01/2012;01/01/1900 13:22;1;"186,0";"59,781";"80,0";"42,53";"0,749";"1,806";;
61078000;2;15/09/2011;01/01/1900 14:22;1;"86,0";"10,295";"32,9";"42,82";"0,313";"0,813";;
61078000;1;15/09/2011;01/01/1900 14:22;1;"86,0";"10,295";"32,9";"42,82";"0,313";"0,813";;
61078000;2;09/04/2011;01/01/1900 10:30;1;"163,0";"43,4";"68,7";"44,5";"0,632";"1,54";;
61078000;1;09/04/2011;01/01/1900 10:30;1;"163,0";"43,4";"68,7";"44,5";"0,632";"1,54";;
61078000;1;30/03/2011;01/01/1900 10:00;29;"50,0";"0,3";"2,0";"9,0";"1,8";"3,0";;
61078000;2;25/01/2011;01/01/1900 08:30;1;"227,0";"78,7";"83,1";"44,7";"0,946";"1,86";;
61078000;1;25/01/2011;01/01/1900 08:30;1;"227,0";"78,7";"83,1";"44,7";"0,946";"1,86";;
61078000;2;28/09/2010;01/01/1900 08:30;1;"85,0";"13,5";"42,1";"47,7";"0,319";"0,88";;
61078000;1;28/09/2010;01/01/1900 08:30;1;"85,0";"13,5";"42,1";"47,7";"0,319";"0,88";;
61078000;2;13/03/2010;01/01/1900 14:30;39;"172,0";"50,1";"70,6";"44,0";"0,709";"1,61";;
61078000;1;13/03/2010;01/01/1900 14:30;39;"172,0";"50,1";"70,6";"44,0";"0,709";"1,61";;
61078000;2;03/12/2009;01/01/1900 08:00;38;"132,0";"32,6";"56,2";"44,0";"0,58";"1,28";;
61078000;1;03/12/2009;01/01/1900 08:00;38;"132,0";"32,6";"56,2";"44,0";"0,58";"1,28";;
61078000;2;11/09/2009;01/01/1900 07:00;37;"136,0";"25,3";"57,1";"43,9";"0,444";"1,3";;
61078000;1;11/09/2009;01/01/1900 07:00;37;"136,0";"25,3";"57,1";"43,9";"0,444";"1,3";;
61078000;2;10/06/2009;01/01/1900 08:00;36;"120,0";"26,3";"54,3";"43,5";"0,485";"1,25";;
61078000;1;10/06/2009;01/01/1900 08:00;36;"120,0";"26,3";"54,3";"43,5";"0,485";"1,25";;
61078000;2;09/03/2009;01/01/1900 09:30;170;"170,0";"46,4";"70,2";"44,2";"0,661";"1,59";;
61078000;1;09/03/2009;01/01/1900 09:30;35;"1,68";"464,0";"70,2";"44,2";"0,661";"1,59";;
61078000;2;12/12/2008;01/01/1900 08:00;34;"92,0";"17,9";"37,7";"43,4";"0,474";"0,87";;
61078000;1;12/12/2008;01/01/1900 08:00;34;"92,0";"17,9";"37,7";"43,4";"0,474";"0,87";;
61078000;2;27/09/2008;01/01/1900 08:00;33;"84,0";"15,1";"35,1";"44,5";"0,431";"0,79";;
61078000;1;27/09/2008;01/01/1900 08:00;33;"84,0";"15,1";"35,1";"44,5";"0,431";"0,79";;
61078000;2;13/06/2008;01/01/1900 14:00;32;"111,0";"25,8";"44,9";"43,5";"0,575";"1,03";;
61078000;1;13/06/2008;01/01/1900 14:00;32;"111,0";"25,8";"44,9";"43,5";"0,575";"1,03";;
61078000;2;04/04/2008;01/01/1900 08:00;31;"144,0";"38,4";"58,3";"43,7";"0,658";"1,33";;
61078000;1;04/04/2008;01/01/1900 08:00;31;"144,0";"38,4";"58,3";"43,7";"0,658";"1,33";;
61078000;2;07/01/2008;01/01/1900 10:00;30;"243,0";"84,5";"104,0";"45,8";"0,837";"2,28";;
61078000;1;07/01/2008;01/01/1900 10:00;30;"243,0";"84,5";"104,0";"45,8";"0,837";"2,28";;
61078000;2;29/09/2007;01/01/1900 13:00;29;"70,0";"9,71";"28,9";"43,0";"0,336";"0,67";;
61078000;1;29/09/2007;01/01/1900 13:00;29;"70,0";"9,71";"28,9";"43,0";"0,336";"0,67";;
61078000;2;12/06/2007;01/01/1900 15:30;28;"104,0";"19,2";"44,8";"44,0";"0,427";"1,02";;
61078000;1;12/06/2007;01/01/1900 15:30;28;"104,0";"19,2";"44,8";"44,0";"0,427";"1,02";;
61078000;2;14/03/2007;01/01/1900 14:00;27;"130,0";"29,8";"50,0";"43,1";"0,596";"1,16";;
61078000;1;14/03/2007;01/01/1900 14:00;27;"130,0";"29,8";"50,0";"43,1";"0,596";"1,16";;
61078000;2;03/12/2006;01/01/1900 12:00;26;"154,0";"39,7";"62,9";"44,0";"0,632";"1,43";;
61078000;1;03/12/2006;01/01/1900 12:00;26;"154,0";"39,7";"62,9";"44,0";"0,632";"1,43";;
61078000;2;16/09/2006;01/01/1900 08:10;25;"71,0";"12,9";"32,9";"42,3";"0,391";"0,78";;
61078000;1;16/09/2006;01/01/1900 08:10;25;"71,0";"12,9";"32,9";"42,3";"0,391";"0,78";;
61078000;2;22/06/2006;01/01/1900 07:00;24;"87,0";"14,4";"34,9";"43,0";"0,413";"0,81";;
61078000;1;22/06/2006;01/01/1900 07:00;24;"87,0";"14,4";"34,9";"43,0";"0,413";"0,81";;
61078000;2;11/03/2006;01/01/1900 11:00;23;"254,0";"87,8";"104,0";"47,2";"0,843";"2,21";;
61078000;1;11/03/2006;01/01/1900 11:00;23;"254,0";"87,8";"104,0";"47,2";"0,843";"2,21";;
61078000;2;09/01/2006;01/01/1900 09:30;22;"201,0";"64,0";"83,8";"44,9";"0,764";"1,87";;
61078000;1;09/01/2006;01/01/1900 09:30;22;"201,0";"64,0";"83,8";"44,9";"0,764";"1,87";;
61078000;2;21/10/2005;01/01/1900 08:00;21;"79,0";"13,9";"35,1";"42,8";"0,396";"0,82";;
61078000;1;21/10/2005;01/01/1900 08:00;21;"79,0";"13,9";"35,1";"42,8";"0,396";"0,82";;
61078000;2;18/06/2005;01/01/1900 13:00;20;"112,0";"22,8";"42,8";"46,2";"0,493";"1,08";;
61078000;1;18/06/2005;01/01/1900 13:00;20;"112,0";"22,8";"42,8";"46,2";"0,493";"1,08";;
61078000;2;08/03/2005;01/01/1900 07:30;19;"163,0";"44,0";"66,7";"43,6";"0,66";"1,53";;
61078000;1;08/03/2005;01/01/1900 07:30;19;"163,0";"44,0";"66,7";"43,6";"0,66";"1,53";;
61078000;2;09/12/2004;01/01/1900 12:00;18;"135,0";"32,2";"59,2";"43,3";"0,543";"1,37";;
61078000;1;09/12/2004;01/01/1900 12:00;18;"135,0";"32,2";"59,2";"43,3";"0,543";"1,37";;
61078000;2;26/10/2004;01/01/1900 07:15;17;"89,0";"17,0";"43,5";"43,2";"0,391";"1,01";;
61078000;1;26/10/2004;01/01/1900 07:15;17;"89,0";"17,0";"43,5";"43,2";"0,391";"1,01";;
61078000;2;23/06/2004;01/01/1900 14:30;16;"105,0";"21,5";"46,3";"43,0";"0,464";"1,08";;
61078000;1;23/06/2004;01/01/1900 14:30;16;"105,0";"21,5";"46,3";"43,0";"0,464";"1,08";;
61078000;2;17/03/2004;01/01/1900 08:30;15;"209,0";"66,8";"87,9";"44,8";"0,759";"1,96";;
61078000;1;17/03/2004;01/01/1900 08:30;15;"209,0";"66,8";"87,9";"44,8";"0,759";"1,96";;
61078000;2;13/12/2003;01/01/1900 09:15;14;"289,0";"102,0";"107,0";"50,0";"0,953";"2,14";;
61078000;1;13/12/2003;01/01/1900 09:15;14;"289,0";"102,0";"107,0";"50,0";"0,953";"2,14";;
61078000;2;12/09/2003;01/01/1900 08:00;13;"73,0";"13,2";"37,6";"41,8";"0,352";"0,9";;
61078000;1;12/09/2003;01/01/1900 08:00;13;"73,0";"13,2";"37,6";"41,8";"0,352";"0,9";;
61078000;2;13/06/2003;01/01/1900 08:30;12;"91,0";"17,9";"39,5";"43,0";"0,451";"0,92";;
61078000;1;13/06/2003;01/01/1900 08:30;12;"91,0";"17,9";"39,5";"43,0";"0,451";"0,92";;
61078000;2;14/03/2003;01/01/1900 13:00;11;"186,0";"56,9";"76,2";"46,8";"0,747";"1,63";;
61078000;1;14/03/2003;01/01/1900 13:00;11;"186,0";"56,9";"76,2";"46,8";"0,747";"1,63";;
61078000;2;13/12/2002;01/01/1900 10:00;10;"227,0";"72,4";"104,0";"49,0";"0,694";"2,13";;
61078000;1;13/12/2002;01/01/1900 10:00;10;"227,0";"72,4";"104,0";"49,0";"0,694";"2,13";;
61078000;2;19/09/2002;01/01/1900 11:00;9;"123,0";"19,19";"31,2";"42,0";"0,295";"0,74";;
61078000;1;19/09/2002;01/01/1900 11:00;9;"73,0";"9,19";"31,2";"42,0";"0,295";"0,74";;
61078000;2;30/03/2002;01/01/1900 07:50;8;"153,0";"40,0";"67,5";"47,1";"0,593";"1,43";;
61078000;1;30/03/2002;01/01/1900 07:50;8;"153,0";"40,0";"67,5";"47,1";"0,593";"1,43";;
61078000;2;07/12/2001;01/01/1900 12:50;7;"123,0";"24,8";"51,4";"45,2";"0,483";"1,14";;
61078000;1;07/12/2001;01/01/1900 12:50;7;"123,0";"24,8";"51,4";"45,2";"0,483";"1,14";;
61078000;2;20/09/2001;01/01/1900 08:30;6;"70,0";"8,17";"30,4";"44,3";"0,269";"0,69";;
61078000;1;20/09/2001;01/01/1900 08:30;6;"70,0";"8,17";"30,4";"44,3";"0,269";"0,69";;
61078000;2;20/06/2001;01/01/1900 09:00;5;"72,0";"9,35";"31,2";"43,1";"0,3";"0,72";;
61078000;1;20/06/2001;01/01/1900 09:00;5;"72,0";"9,35";"31,2";"43,1";"0,3";"0,72";;
61078000;2;22/03/2001;01/01/1900 09:40;4;"95,0";"17,3";"42,8";"44,2";"0,404";"0,97";;
61078000;1;22/03/2001;01/01/1900 09:40;4;"95,0";"17,3";"42,8";"44,2";"0,404";"0,97";;
61078000;2;12/12/2000;01/01/1900 08:00;3;"130,0";"29,1";"57,6";"46,4";"0,504";"1,24";;
61078000;1;12/12/2000;01/01/1900 08:00;3;"130,0";"29,1";"57,6";"46,4";"0,504";"1,24";;
61078000;2;22/06/2000;01/01/1900 07:00;2;"95,0";"16,4";"40,5";"44,6";"0,404";"0,91";;
61078000;1;22/06/2000;01/01/1900 07:00;2;"95,0";"16,4";"40,5";"44,6";"0,404";"0,91";;
61078000;2;15/03/2000;01/01/1900 07:00;1;"171,0";"43,3";"70,9";"46,4";"0,611";"1,53";;
61078000;1;15/03/2000;01/01/1900 07:00;1;"171,0";"43,3";"70,9";"46,4";"0,611";"1,53";;
61078000;2;14/11/1999;01/01/1900 07:00;417;"91,0";"14,6";"37,5";"44,6";"0,388";"0,84";;
61078000;1;14/11/1999;01/01/1900 07:00;417;"91,0";"14,6";"37,5";"44,6";"0,388";"0,84";;
61078000;2;26/08/1999;01/01/1900 07:00;416;"78,0";"11,7";"33,3";"42,4";"0,352";"0,78";;
61078000;1;26/08/1999;01/01/1900 07:00;416;"78,0";"11,7";"33,3";"42,4";"0,352";"0,78";;
61078000;2;23/05/1999;01/01/1900 07:00;415;"100,0";"18,3";"41,9";"43,1";"0,437";"0,97";;
61078000;1;23/05/1999;01/01/1900 07:00;415;"100,0";"18,3";"41,9";"43,1";"0,437";"0,97";;
61078000;2;22/02/1999;01/01/1900 07:00;385;"138,0";"38,8";"64,3";"46,0";"0,603";"1,4";;
61078000;1;22/02/1999;01/01/1900 07:00;385;"138,0";"38,8";"64,3";"46,0";"0,603";"1,4";;
61078000;2;03/12/1998;01/01/1900 07:00;384;"104,0";"21,0";"55,0";"41,5";"0,382";"1,33";;
61078000;1;03/12/1998;01/01/1900 07:00;384;"104,0";"21,0";"55,0";"41,5";"0,382";"1,33";;
61078000;2;25/09/1998;01/01/1900 07:00;383;"79,0";"10,3";"41,4";"41,0";"0,248";"1,01";;
61078000;1;25/09/1998;01/01/1900 07:00;383;"79,0";"10,3";"41,4";"41,0";"0,248";"1,01";;
61078000;2;04/06/1998;01/01/1900 07:00;382;"116,0";"25,2";"60,3";"46,0";"0,418";"1,31";;
61078000;1;04/06/1998;01/01/1900 07:00;382;"116,0";"25,2";"60,3";"46,0";"0,418";"1,31";;
61078000;2;27/02/1998;01/01/1900 07:00;381;"186,0";"56,8";"83,6";"47,0";"0,68";"1,78";;
61078000;1;27/02/1998;01/01/1900 07:00;381;"186,0";"56,8";"83,6";"47,0";"0,68";"1,78";;
61078000;2;04/12/1997;01/01/1900 07:00;380;"158,0";"41,5";"74,2";"46,3";"0,56";"1,6";;
61078000;1;04/12/1997;01/01/1900 07:00;380;"158,0";"41,5";"74,2";"46,3";"0,56";"1,6";;
61078000;2;28/08/1997;01/01/1900 07:00;379;"98,0";"18,4";"45,4";"45,0";"0,406";"1,01";;
61078000;1;28/08/1997;01/01/1900 07:00;379;"98,0";"18,4";"45,4";"45,0";"0,406";"1,01";;
61078000;2;22/05/1997;01/01/1900 07:00;378;"123,0";"26,3";"56,6";"46,0";"0,464";"1,23";;
61078000;1;22/05/1997;01/01/1900 07:00;378;"123,0";"26,3";"56,6";"46,0";"0,464";"1,23";;
61078000;2;17/12/1996;01/01/1900 07:00;377;"220,0";"69,3";"101,0";"48,0";"0,687";"2,1";;
61078000;1;17/12/1996;01/01/1900 07:00;377;"220,0";"69,3";"101,0";"48,0";"0,687";"2,1";;
61078000;2;06/09/1996;01/01/1900 07:00;376;"140,0";"29,0";"67,2";"47,0";"0,432";"1,43";;
61078000;1;06/09/1996;01/01/1900 07:00;376;"140,0";"29,0";"67,2";"47,0";"0,432";"1,43";;
61078000;2;25/06/1996;01/01/1900 07:00;375;"95,0";"17,2";"46,0";"46,0";"0,374";"1,0";;
61078000;1;25/06/1996;01/01/1900 07:00;375;"95,0";"17,2";"46,0";"46,0";"0,374";"1,0";;
61078000;2;15/02/1996;01/01/1900 07:00;374;"174,0";"48,0";"80,5";"48,0";"0,596";"1,68";;
61078000;1;15/02/1996;01/01/1900 07:00;374;"174,0";"48,0";"80,5";"48,0";"0,596";"1,68";;
61078000;2;15/12/1995;01/01/1900 07:00;373;"174,0";"50,2";"83,8";"49,0";"0,6";"1,71";;
61078000;1;15/12/1995;01/01/1900 07:00;373;"174,0";"50,2";"83,8";"49,0";"0,6";"1,71";;
61078000;2;06/07/1995;01/01/1900 07:00;372;"93,0";"20,0";"45,6";"47,0";"0,438";"0,97";;
61078000;1;06/07/1995;01/01/1900 07:00;372;"93,0";"20,0";"45,6";"47,0";"0,438";"0,97";;
61078000;2;08/09/1994;01/01/1900 07:00;371;"89,0";"12,2";"42,7";"46,5";"0,286";"0,92";;
61078000;1;08/09/1994;01/01/1900 07:00;371;"89,0";"12,2";"42,7";"46,5";"0,286";"0,92";;
61078000;2;04/12/1993;01/01/1900 07:00;370;"154,0";"39,7";"76,44";"49,3";"0,519";;;
61078000;1;04/12/1993;01/01/1900 07:00;370;"154,0";"39,7";"76,44";"49,3";"0,519";"0,0";;
61078000;2;22/11/1993;01/01/1900 07:00;369;"94,0";"17,4";"47,4";"47,4";"0,366";;;
61078000;1;22/11/1993;01/01/1900 07:00;369;"94,0";"17,4";"47,4";"47,4";"0,366";"0,0";;
61078000;2;29/09/1993;01/01/1900 07:00;368;"95,0";"18,0";"46,7";"48,0";"0,386";"0,97";;
61078000;1;29/09/1993;01/01/1900 07:00;368;"95,0";"18,0";"46,7";"48,0";"0,386";"0,97";;
61078000;2;06/09/1993;01/01/1900 07:00;366;"86,0";"14,1";"43,77";"47,0";"0,321";;;
61078000;1;06/09/1993;01/01/1900 07:00;366;"86,0";"14,1";"43,77";"47,0";"0,321";"0,0";;
61078000;1;06/09/1993;01/01/1900 07:00;367;"86,0";"14,1";"43,8";"47,0";"0,321";"0,0";;
61078000;2;16/07/1993;01/01/1900 07:00;365;"102,0";"19,9";"48,1";"46,6";"0,413";"1,03";;
61078000;1;16/07/1993;01/01/1900 07:00;365;"102,0";"19,9";"48,1";"46,6";"0,413";"1,03";;
61078000;2;11/06/1993;01/01/1900 07:00;364;"122,0";"27,6";"59,8";"48,0";"0,462";"1,2";;
61078000;1;11/06/1993;01/01/1900 07:00;364;"122,0";"27,6";"59,8";"48,0";"0,462";"1,2";;
61078000;2;14/04/1993;01/01/1900 07:00;362;"138,0";"34,2";"69,38";"48,2";"0,493";;;
61078000;1;14/04/1993;01/01/1900 07:00;362;"138,0";"34,2";"69,38";"48,2";"0,493";"0,0";;
61078000;2;09/04/1993;01/01/1900 07:00;360;"149,0";"37,9";"74,99";"49,0";"0,505";;;
61078000;1;09/04/1993;01/01/1900 07:00;360;"149,0";"37,9";"74,99";"49,0";"0,505";"0,0";;
61078000;2;12/03/1993;01/01/1900 07:00;358;"256,0";"99,5";"128,0";"51,4";"0,777";;;
61078000;1;12/03/1993;01/01/1900 07:00;358;"256,0";"99,5";"128,0";"51,4";"0,777";"0,0";;
61078000;2;04/03/1993;01/01/1900 07:00;356;"197,0";"62,1";"96,92";"50,1";"0,641";;;
61078000;1;04/03/1993;01/01/1900 07:00;356;"197,0";"62,1";"96,92";"50,1";"0,641";"0,0";;
61078000;2;05/02/1993;01/01/1900 07:00;354;"220,0";"73,4";"108,6";"50,6";"0,676";;;
61078000;1;05/02/1993;01/01/1900 07:00;354;"220,0";"73,4";"108,6";"50,6";"0,676";"0,0";;
